1.100000000000000006e-01    ,    0.000000000000000000e+00
6.400000000000000133e-01    ,    0.000000000000000000e+00
1.159999999999999920e+00    ,    0.000000000000000000e+00
1.689999999999999947e+00    ,    0.000000000000000000e+00
2.220000000000000195e+00    ,    0.000000000000000000e+00
2.750000000000000000e+00    ,    0.000000000000000000e+00
3.279999999999999805e+00    ,    0.000000000000000000e+00
3.810000000000000053e+00    ,    0.000000000000000000e+00
4.330000000000000071e+00    ,    0.000000000000000000e+00
4.860000000000000320e+00    ,    0.000000000000000000e+00
5.389999999999999680e+00    ,    0.000000000000000000e+00
5.919999999999999929e+00    ,    1.000000000000000000e+00
6.450000000000000178e+00    ,    0.000000000000000000e+00
6.980000000000000426e+00    ,    0.000000000000000000e+00
7.500000000000000000e+00    ,    1.000000000000000000e+00
8.029999999999999361e+00    ,    0.000000000000000000e+00
8.560000000000000497e+00    ,    1.000000000000000000e+00
9.089999999999999858e+00    ,    0.000000000000000000e+00
9.619999999999999218e+00    ,    1.000000000000000000e+00
1.014000000000000057e+01    ,    0.000000000000000000e+00
1.066999999999999993e+01    ,    0.000000000000000000e+00
1.119999999999999929e+01    ,    0.000000000000000000e+00
1.173000000000000043e+01    ,    3.000000000000000000e+00
1.225999999999999979e+01    ,    0.000000000000000000e+00
1.278999999999999915e+01    ,    0.000000000000000000e+00
1.331000000000000050e+01    ,    2.000000000000000000e+00
1.383999999999999986e+01    ,    0.000000000000000000e+00
1.436999999999999922e+01    ,    1.000000000000000000e+00
1.490000000000000036e+01    ,    1.000000000000000000e+00
1.542999999999999972e+01    ,    1.000000000000000000e+00
1.596000000000000085e+01    ,    2.000000000000000000e+00
1.648000000000000043e+01    ,    0.000000000000000000e+00
1.701000000000000156e+01    ,    0.000000000000000000e+00
1.753999999999999915e+01    ,    0.000000000000000000e+00
1.807000000000000028e+01    ,    4.000000000000000000e+00
1.860000000000000142e+01    ,    0.000000000000000000e+00
1.912999999999999901e+01    ,    3.000000000000000000e+00
1.964999999999999858e+01    ,    0.000000000000000000e+00
2.017999999999999972e+01    ,    0.000000000000000000e+00
2.071000000000000085e+01    ,    0.000000000000000000e+00
2.123999999999999844e+01    ,    3.000000000000000000e+00
2.176999999999999957e+01    ,    0.000000000000000000e+00
2.228999999999999915e+01    ,    0.000000000000000000e+00
2.282000000000000028e+01    ,    1.000000000000000000e+00
2.335000000000000142e+01    ,    1.000000000000000000e+00
2.387999999999999901e+01    ,    2.000000000000000000e+00
